league,season,team,player,nation,pos,age,born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,season_start,stat_type
ENG-Premier League,2022/23,Arsenal,Kieran Tierney,SCO,DF,25,1997,8.8,0,0,0,5,9,1,25,10,10,,,0,2022,misc
ENG-Premier League,2022/23,Arsenal,Leandro Trossard,BEL,FW,27,1994,10.3,0,0,0,9,17,4,56,5,6,,,0,2022,misc
ENG-Premier League,2022/23,Arsenal,Marquinhos,BRA,MF,19,2003,0.0,0,0,0,0,0,0,0,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Arsenal,Martin Ødegaard,NOR,MF,23,1998,34.7,4,0,0,30,26,1,93,5,24,,,0,2022,misc
ENG-Premier League,2022/23,Arsenal,Mohamed Elneny,EGY,MF,30,1992,1.3,0,0,0,1,1,0,0,0,1,,,0,2022,misc
ENG-Premier League,2022/23,Arsenal,Oleksandr Zinchenko,UKR,DF,25,1996,23.5,3,0,0,6,11,1,38,22,18,,,0,2022,misc
ENG-Premier League,2022/23,Arsenal,Reiss Nelson,ENG,"FW,MF",22,1999,2.4,0,0,0,8,4,0,12,0,1,,,0,2022,misc
ENG-Premier League,2022/23,Arsenal,Rob Holding,ENG,DF,26,1995,6.3,0,0,0,5,2,0,0,3,5,,,0,2022,misc
ENG-Premier League,2022/23,Arsenal,Takehiro Tomiyasu,JPN,DF,23,1998,7.4,2,0,0,6,3,0,12,12,19,,,0,2022,misc
ENG-Premier League,2022/23,Arsenal,Thomas Partey,GHA,MF,29,1993,27.6,5,0,0,37,23,0,9,26,40,,,0,2022,misc
ENG-Premier League,2022/23,Arsenal,William Saliba,FRA,DF,21,2001,26.8,4,0,0,19,13,0,1,18,19,,,1,2022,misc
ENG-Premier League,2022/23,Aston Villa,Ashley Young,ENG,DF,37,1985,22.6,7,0,0,24,28,1,42,22,27,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Bertrand Traoré,BFA,MF,26,1995,2.6,1,0,0,2,8,3,5,2,1,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Boubacar Kamara,FRA,MF,22,1999,19.7,4,0,0,34,31,0,2,19,27,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Calum Chambers,ENG,DF,27,1995,3.9,2,0,0,7,3,0,3,7,7,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Cameron Archer,ENG,"FW,MF",21,2001,0.5,0,0,0,2,1,1,1,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Danny Ings,ENG,FW,30,1992,9.2,3,0,0,8,5,9,4,1,5,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Diego Carlos,BRA,DF,29,1993,2.3,0,0,0,2,0,0,1,1,0,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Douglas Luiz,BRA,MF,24,1998,32.5,6,1,0,48,42,2,107,42,40,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Emi Buendía,ARG,"MF,FW",25,1996,26.8,0,0,0,43,44,2,17,19,24,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Emiliano Martínez,ARG,GK,29,1992,34.9,7,0,0,1,6,0,0,1,0,,,1,2022,misc
ENG-Premier League,2022/23,Aston Villa,Ezri Konsa,ENG,DF,24,1997,36.9,6,0,0,12,64,0,4,27,20,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Jacob Ramsey,ENG,MF,21,2001,29.3,5,0,0,35,45,2,18,22,40,,,1,2022,misc
ENG-Premier League,2022/23,Aston Villa,Jan Bednarek,POL,DF,26,1996,1.1,0,0,0,1,1,0,0,2,3,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,John McGinn,SCO,MF,27,1994,29.9,7,0,0,41,64,0,51,23,36,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Jáder Durán,COL,FW,18,2003,1.5,1,0,0,9,3,3,2,1,1,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Leander Dendoncker,BEL,MF,27,1995,7.7,0,0,0,1,2,0,2,8,10,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Leon Bailey,JAM,"FW,MF",24,1997,21.9,4,0,0,29,22,8,98,3,6,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Lucas Digne,FRA,DF,29,1993,16.7,5,0,0,19,22,2,77,18,13,,,1,2022,misc
ENG-Premier League,2022/23,Aston Villa,Ludwig Augustinsson,SWE,DF,28,1994,0.9,1,0,0,1,3,0,5,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Matty Cash,POL,DF,24,1997,20.2,4,0,0,21,16,2,47,26,33,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Morgan Sanson,FRA,MF,27,1994,0.1,0,0,0,0,2,0,0,0,1,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Ollie Watkins,ENG,FW,26,1995,34.7,4,0,0,26,39,18,9,10,11,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Philippe Coutinho,BRA,"FW,MF",30,1992,8.8,3,0,0,16,14,2,19,4,14,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Robin Olsen,SWE,GK,32,1990,3.1,0,0,0,0,0,0,0,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Aston Villa,Tyrone Mings,ENG,DF,29,1993,35.0,7,0,0,18,22,3,3,52,7,,,1,2022,misc
ENG-Premier League,2022/23,Aston Villa,Álex Moreno,ESP,DF,29,1993,14.8,3,0,0,17,11,0,48,7,15,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Adam Smith,ENG,DF,31,1991,32.7,11,0,0,29,27,0,49,26,28,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Antoine Semenyo,GHA,"MF,FW",22,2000,2.9,0,0,0,6,5,1,1,2,0,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Ben Pearson,ENG,MF,27,1995,3.2,1,0,0,9,2,0,0,2,4,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Chris Mepham,WAL,DF,24,1997,24.4,7,0,0,16,7,0,0,29,23,,,2,2022,misc
ENG-Premier League,2022/23,Bournemouth,Dango Ouattara,BFA,MF,20,2002,13.8,1,0,0,5,15,8,30,10,15,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,David Brooks,WAL,MF,25,1997,1.9,1,0,0,3,1,0,6,2,0,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Dominic Solanke,ENG,FW,24,1997,31.8,2,0,0,41,53,11,13,6,9,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Emiliano Marcondes,DEN,"FW,MF",27,1995,0.1,0,0,0,0,1,0,0,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Hamed Junior Traorè,CIV,MF,22,2000,4.7,0,0,0,4,4,1,41,3,12,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Illia Zabarnyi,UKR,DF,19,2002,3.3,0,0,0,1,2,0,0,3,2,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Jack Stacey,ENG,"DF,MF",26,1996,3.3,2,0,0,4,0,1,10,5,4,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Jack Stephens,ENG,DF,28,1994,13.0,3,0,0,8,2,0,2,16,11,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Jaidon Anthony,ENG,MF,22,1999,14.0,2,0,0,9,12,5,45,10,17,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Jamal Lowe,JAM,"FW,MF",28,1994,0.1,0,0,0,0,0,0,0,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Jefferson Lerma,COL,MF,27,1994,36.1,7,0,0,37,33,2,12,45,30,,,1,2022,misc
ENG-Premier League,2022/23,Bournemouth,Joe Rothwell,ENG,MF,27,1995,11.3,1,0,0,17,3,0,27,8,15,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Jordan Zemura,ZIM,"DF,MF",22,1999,16.2,1,0,0,17,14,0,18,15,23,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Junior Stanislas,ENG,MF,32,1989,0.7,0,0,0,0,0,0,1,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Kieffer Moore,WAL,FW,29,1992,14.2,1,0,0,26,30,1,7,1,12,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Lewis Cook,ENG,MF,25,1997,19.1,4,0,0,15,10,0,45,22,23,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Lloyd Kelly,ENG,DF,23,1998,22.7,3,0,0,17,5,0,14,25,19,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Marcos Senesi,ARG,DF,25,1997,27.7,7,0,0,29,14,0,8,42,33,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Marcus Tavernier,ENG,MF,23,1999,19.4,1,0,0,21,28,4,93,8,22,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Mark Travers,IRL,GK,23,1999,11.5,0,0,0,0,0,0,0,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Matías Viña,URU,"DF,MF",24,1997,5.1,1,0,0,7,11,0,4,4,11,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Neto,BRA,GK,33,1989,26.5,4,0,0,0,4,0,0,0,1,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Owen Bevan,WAL,DF,18,2003,0.1,0,0,0,0,0,0,0,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Philip Billing,DEN,"MF,FW",26,1996,30.7,5,0,0,30,34,3,38,32,40,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Ryan Christie,SCO,MF,27,1995,20.4,2,0,0,35,45,1,32,26,22,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Ryan Fredericks,ENG,DF,29,1992,5.9,1,0,0,3,1,0,15,1,3,,,0,2022,misc
ENG-Premier League,2022/23,Bournemouth,Siriki Dembélé,CIV,"FW,MF",25,1996,1.2,0,0,0,1,2,0,3,1,1,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Aaron Hickey,SCO,DF,20,2002,21.3,7,0,0,20,35,1,27,17,25,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Ben Mee,ENG,DF,32,1989,36.3,2,0,0,14,15,1,7,48,25,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Bryan Mbeumo,CMR,FW,22,1999,32.3,5,0,0,26,23,6,156,11,17,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Christian Nørgaard,DEN,MF,28,1994,19.6,6,0,0,35,20,0,11,33,30,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,David Raya,ESP,GK,26,1995,38.0,1,0,0,0,5,0,0,1,0,,,1,2022,misc
ENG-Premier League,2022/23,Brentford,Ethan Pinnock,JAM,DF,29,1993,30.0,0,0,0,6,10,0,10,31,29,,,1,2022,misc
ENG-Premier League,2022/23,Brentford,Frank Onyeka,NGA,MF,24,1998,9.4,0,0,0,15,26,2,2,9,12,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Halil Dervişoğlu,TUR,FW,22,1999,0.1,0,0,0,0,0,0,0,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Ivan Toney,ENG,FW,26,1996,32.8,9,0,0,54,74,27,34,15,11,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Josh Dasilva,ENG,MF,23,1998,15.4,1,0,0,14,22,0,33,5,8,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Keane Lewis-Potter,ENG,FW,21,2001,3.6,0,0,0,1,4,1,8,1,0,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Kevin Schade,GER,FW,20,2001,8.1,2,0,0,13,8,6,15,4,9,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Kristoffer Ajer,NOR,DF,24,1998,8.5,0,0,0,5,8,0,6,6,8,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Mads Bech Sørensen,DEN,DF,23,1999,0.2,0,0,0,0,0,0,0,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Mads Roerslev,DEN,"MF,DF",23,1999,12.3,0,0,0,4,3,0,20,8,12,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Mathias Jensen,DEN,MF,26,1996,31.1,5,0,0,32,26,1,158,31,35,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Mathias Jørgensen,DEN,DF,32,1990,12.3,2,0,0,9,4,2,3,16,7,,,1,2022,misc
ENG-Premier League,2022/23,Brentford,Mikkel Damsgaard,DEN,"MF,FW",22,2000,11.0,4,0,0,13,11,0,29,9,20,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Pontus Jansson,SWE,DF,31,1991,8.0,0,0,0,2,1,1,0,9,3,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Rico Henry,JAM,"DF,MF",25,1997,36.0,4,0,0,32,36,2,89,31,30,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Saman Ghoddos,IRN,"FW,MF",28,1993,1.5,0,0,0,3,3,0,7,3,1,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Sergi Canós,ESP,"FW,MF",25,1997,0.9,0,0,0,3,3,0,3,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Shandon Baptiste,GRN,MF,24,1998,6.9,3,1,1,10,13,1,11,6,9,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Vitaly Janelt,GER,MF,24,1998,24.5,3,0,0,22,21,2,22,28,26,,,0,2022,misc
ENG-Premier League,2022/23,Brentford,Yoane Wissa,COD,FW,25,1996,17.8,3,0,0,21,27,19,13,6,13,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Adam Lallana,ENG,MF,34,1988,8.0,0,0,0,2,7,0,3,2,6,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Adam Webster,ENG,DF,27,1995,22.1,2,0,0,10,6,1,3,19,11,,,1,2022,misc
ENG-Premier League,2022/23,Brighton,Alexis Mac Allister,ARG,MF,23,1998,32.1,8,0,0,34,57,0,28,20,38,,,1,2022,misc
ENG-Premier League,2022/23,Brighton,Andrew Moran,IRL,MF,18,2003,0.1,0,0,0,0,0,0,0,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Billy Gilmour,SCO,MF,21,2001,5.6,1,0,0,7,3,0,2,5,2,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Cameron Peupion,AUS,MF,19,2002,0.1,0,0,0,0,0,0,0,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Danny Welbeck,ENG,FW,31,1990,20.6,0,0,0,27,18,5,0,5,7,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Deniz Undav,GER,"MF,FW",26,1996,7.0,2,0,0,16,4,7,1,1,4,,,1,2022,misc
ENG-Premier League,2022/23,Brighton,Enock Mwepu,ZAM,"MF,FW",24,1998,2.4,0,0,0,2,1,2,3,2,5,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Evan Ferguson,IRL,FW,17,2004,10.6,1,0,0,9,11,5,3,2,3,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Facundo Buonanotte,ARG,MF,17,2004,6.3,2,0,0,9,7,3,7,4,1,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Jack Hinshelwood,ENG,"DF,MF",17,2005,0.0,0,0,0,0,0,0,0,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Jan Paul van Hecke,NED,DF,22,2000,3.3,2,0,0,7,4,0,0,6,6,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Jason Steele,ENG,GK,31,1990,15.0,1,0,0,1,1,0,0,0,0,,,1,2022,misc
ENG-Premier League,2022/23,Brighton,Jeremy Sarmiento,ECU,MF,20,2002,2.0,1,0,0,4,4,0,3,1,3,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Joël Veltman,NED,DF,30,1992,24.3,6,0,0,27,38,0,23,17,34,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Julio Enciso,PAR,"MF,FW",18,2004,9.0,1,0,0,13,15,3,12,3,4,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Kaoru Mitoma,JPN,MF,25,1997,25.8,0,0,0,29,27,6,41,17,26,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Leandro Trossard,BEL,"MF,FW",27,1994,14.6,1,0,0,10,13,4,35,5,4,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Levi Colwill,ENG,DF,19,2003,13.6,1,0,0,8,10,0,0,14,7,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Lewis Dunk,ENG,DF,30,1991,36.0,4,0,0,18,27,1,2,30,18,,,1,2022,misc
ENG-Premier League,2022/23,Brighton,Moisés Caicedo,ECU,MF,20,2001,34.9,10,0,0,65,54,0,18,50,50,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Odeluga Offiah,ENG,DF,19,2002,0.3,0,0,0,0,0,0,0,0,1,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Pascal Groß,GER,"MF,DF",31,1991,36.0,6,0,0,35,18,10,223,13,36,,,1,2022,misc
ENG-Premier League,2022/23,Brighton,Pervis Estupiñán,ECU,"DF,MF",24,1998,29.7,4,0,0,42,26,11,102,33,33,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Robert Sánchez,ESP,GK,24,1997,23.0,2,0,0,1,0,0,0,3,0,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Solly March,ENG,MF,28,1994,30.2,2,0,0,44,39,12,153,20,31,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Tariq Lamptey,GHA,"DF,MF",21,2000,5.0,1,0,0,6,14,0,31,7,5,,,0,2022,misc
ENG-Premier League,2022/23,Brighton,Yasin Ayari,SWE,MF,18,2003,0.7,0,0,0,0,3,0,0,0,2,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Armando Broja,ALB,FW,20,2001,3.3,0,0,0,2,6,3,0,1,1,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Ben Chilwell,ENG,"MF,DF",25,1996,15.6,3,0,0,13,23,3,93,17,18,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Benoît Badiashile,FRA,DF,21,2001,10.1,2,0,0,9,6,0,2,14,9,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Carney Chukwuemeka,AUT,MF,18,2003,3.9,0,0,0,2,5,1,3,6,7,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Christian Pulisic,USA,"MF,FW",23,1998,9.1,1,0,0,10,15,0,18,3,6,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Conor Gallagher,ENG,MF,22,2000,18.0,11,1,1,34,35,2,50,23,32,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,César Azpilicueta,ESP,"DF,MF",32,1989,17.0,3,0,0,28,7,2,26,19,25,,,1,2022,misc
ENG-Premier League,2022/23,Chelsea,David Datro Fofana,CIV,FW,19,2002,0.8,0,0,0,3,2,1,1,0,1,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Denis Zakaria,SUI,MF,25,1996,4.6,0,0,0,5,2,0,1,3,5,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Enzo Fernández,ARG,MF,21,2001,17.2,3,0,0,11,22,1,16,12,26,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Hakim Ziyech,MAR,"MF,FW",29,1993,7.3,1,0,0,12,14,3,65,5,13,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Jorginho,ITA,MF,30,1991,14.2,4,0,0,12,23,0,2,19,23,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,João Félix,POR,"FW,MF",22,1999,10.5,1,1,0,15,29,7,19,1,7,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Kai Havertz,GER,"FW,MF",23,1999,28.5,5,0,0,59,25,28,15,7,14,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Kalidou Koulibaly,SEN,DF,31,1991,20.0,7,1,1,22,9,0,4,28,30,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Kepa Arrizabalaga,ESP,GK,27,1994,28.5,1,0,0,0,8,0,0,1,2,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Lewis Hall,ENG,"MF,DF",17,2004,7.3,1,0,0,4,11,1,34,8,13,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Marc Cucurella,ESP,"DF,MF",24,1998,18.6,4,0,0,16,21,1,44,16,35,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Mason Mount,ENG,MF,23,1999,18.3,4,0,0,28,27,1,65,8,20,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Mateo Kovačić,CRO,MF,28,1994,19.0,8,0,0,18,12,0,6,16,23,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Mykhailo Mudryk,UKR,"FW,MF",21,2001,7.3,1,0,0,8,12,1,24,1,9,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,N'Golo Kanté,FRA,MF,31,1991,5.8,1,0,0,4,2,1,11,6,10,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Noni Madueke,ENG,"FW,MF",20,2002,7.1,0,0,0,4,15,2,22,4,8,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Omari Hutchinson,ENG,MF,18,2003,0.3,0,0,0,0,0,0,2,1,0,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Pierre-Emerick Aubameyang,GAB,FW,33,1989,6.2,1,0,0,5,1,0,3,2,0,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Raheem Sterling,ENG,"FW,MF",27,1994,21.0,4,0,0,21,32,11,47,0,10,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Reece James,ENG,"DF,MF",22,1999,13.8,4,0,0,9,18,4,91,13,20,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Ruben Loftus-Cheek,ENG,MF,26,1996,17.1,1,0,0,10,34,1,18,13,15,,,1,2022,misc
ENG-Premier League,2022/23,Chelsea,Thiago Silva,BRA,DF,37,1984,26.1,2,0,0,10,13,0,2,34,25,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Trevoh Chalobah,ENG,DF,23,1999,17.9,4,0,0,11,8,0,13,25,19,,,1,2022,misc
ENG-Premier League,2022/23,Chelsea,Wesley Fofana,FRA,DF,21,2000,13.1,3,0,0,11,22,0,3,18,18,,,0,2022,misc
ENG-Premier League,2022/23,Chelsea,Édouard Mendy,SEN,GK,30,1992,9.5,1,0,0,0,2,0,0,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Crystal Palace,Albert Sambi Lokonga,BEL,MF,22,1999,6.0,2,0,0,7,12,0,0,5,10,,,0,2022,misc
ENG-Premier League,2022/23,Crystal Palace,Cheick Doucouré,MLI,MF,22,2000,30.8,10,1,1,38,13,0,7,56,48,,,0,2022,misc
ENG-Premier League,2022/23,Crystal Palace,Chris Richards,USA,DF,22,2000,5.0,0,0,0,2,1,1,0,7,6,,,0,2022,misc
ENG-Premier League,2022/23,Crystal Palace,David Ozoh,ENG,MF,17,2005,0.0,0,0,0,0,0,0,0,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Crystal Palace,Eberechi Eze,ENG,"MF,FW",24,1998,29.3,3,0,0,27,57,4,78,10,24,,,0,2022,misc
ENG-Premier League,2022/23,Crystal Palace,James McArthur,SCO,MF,34,1987,0.6,0,0,0,0,1,0,0,0,1,,,0,2022,misc
ENG-Premier League,2022/23,Crystal Palace,James Tomkins,ENG,DF,33,1989,3.8,3,1,1,3,1,1,0,6,3,,,0,2022,misc
ENG-Premier League,2022/23,Crystal Palace,Jaïro Riedewald,NED,"DF,MF",25,1996,0.7,0,0,0,2,1,0,0,0,1,,,0,2022,misc
ENG-Premier League,2022/23,Crystal Palace,Jean-Philippe Mateta,FRA,FW,25,1997,8.6,3,0,0,16,8,7,3,3,1,,,0,2022,misc
ENG-Premier League,2022/23,Crystal Palace,Jeffrey Schlupp,GHA,MF,29,1992,28.1,7,0,0,51,33,0,16,23,46,,,0,2022,misc
ENG-Premier League,2022/23,Crystal Palace,Joachim Andersen,DEN,DF,26,1996,30.9,8,0,0,27,16,2,10,27,21,,,2,2022,misc
ENG-Premier League,2022/23,Crystal Palace,Joel Ward,ENG,DF,32,1989,25.1,6,0,0,29,11,0,36,22,35,,,0,2022,misc
ENG-Premier League,2022/23,Crystal Palace,Jordan Ayew,GHA,"FW,MF",30,1991,30.2,5,0,0,48,90,4,44,15,41,,,0,2022,misc
ENG-Premier League,2022/23,Crystal Palace,Joseph Whitworth,ENG,GK,18,2004,2.0,0,0,0,0,0,0,0,0,0,,,0,2022,misc
ENG-Premier League,2022/23,Crystal Palace,Luka Milivojević,SRB,MF,31,1991,5.7,2,0,0,15,3,0,6,12,8,,,0,2022,misc
ENG-Premier League,2022/23,Crystal Palace,Malcolm Ebiowei,ENG,MF,18,2003,0.4,0,0,0,0,1,0,3,0,1,,,0,2022,misc
